session_id,duration,Completed_step1,Completed_step2,Completed_pmt,region_name,region_code,state_code,state_name,zip_code,city_name,lat,lng,state_quadrant,county_name,basket_price,country
387,41475,Y,N,N,Mid-Atlantic,Northeast,NY,New York,13033,Cato,43.182054,-76.57176,NW Corner of New York,Cayuga County,5,United States
388,293025,Y,Y,Y,South Atlantic,South,GA,Georgia,30228,Hampton,33.401827,-84.30152,NW Corner of Georgia,Henry County,220,United States
389,138292,Y,N,N,South Atlantic,South,MD,Maryland,20639,Huntingtown,38.601648,-76.60434,SE Corner of Maryland,Calvert County,179,United States
390,259617,Y,Y,N,South Atlantic,South,FL,Florida,33736,Saint Petersburg,27.891809,-82.724763,NE Corner of Florida,Pinellas County,217,United States
391,83971,N,N,N,Mid-Atlantic,Northeast,PA,Pennsylvania,17576,Smoketown,40.038648,-76.1964,SE Corner of Pennsylvania,Lancaster County,133,United States
392,299799,Y,Y,N,South Atlantic,South,VA,Virginia,23866,Ivor,36.907991,-76.89025,SE Corner of Virginia,Southampton County,8,United States
393,272348,Y,N,N,Mountain,West,CO,Colorado,81126,Chama,37.175339,-105.34164,SE Corner of Colorado,Costilla County,114,United States
394,264712,Y,Y,Y,Pacific,West,CA,California,94546,Castro Valley,37.702063,-122.07934,NW Corner of California,Alameda County,23,United States
395,105119,Y,N,N,East North Central,Midwest,MI,Michigan,48551,Flint,42.978995,-83.713124,SE Corner of Michigan,Genesee County,11,United States
396,213474,Y,Y,Y,West North Central,Midwest,IA,Iowa,52657,Saint Paul,40.758742,-91.478305,SE Corner of Iowa,Lee County,74,United States
397,122662,N,N,N,Mid-Atlantic,Northeast,NY,New York,10154,New York,40.757986,-73.97267,SE Corner of New York,New York County,180,United States
398,230542,Y,Y,N,West North Central,Midwest,ND,North Dakota,58109,Fargo,46.82352,-96.8148,SE Corner of North Dakota,Cass County,124,United States
399,160275,N,N,N,East South Central,South,MS,Mississippi,39661,Roxie,31.487982,-91.08403,SW Corner of Mississippi,Franklin County,57,United States
400,73352,Y,N,N,New England,Northeast,VT,Vermont,05753,Middlebury,44.006024,-73.172,NW Corner of Vermont,Addison County,186,United States
401,199548,Y,N,N,West South Central,South,OK,Oklahoma,73131,Oklahoma City,35.576357,-97.46924,NE Corner of Oklahoma,Oklahoma County,250,United States
402,17612,Y,Y,N,East North Central,Midwest,WI,Wisconsin,54762,Prairie Farm,45.24647,-91.99273,NW Corner of Wisconsin,Barron County,120,United States
403,234330,Y,Y,Y,East South Central,South,MS,Mississippi,39045,Camden,32.791408,-89.82958,NW Corner of Mississippi,Madison County,202,United States
404,235898,N,N,N,Mountain,West,NM,New Mexico,88049,Mimbres,33.029102,-108.14114,SW Corner of New Mexico,Grant County,136,United States
405,105314,Y,N,N,Mid-Atlantic,Northeast,NY,New York,10167,New York,40.754862,-73.97495,SE Corner of New York,New York County,104,United States
406,263395,Y,Y,N,West North Central,Midwest,MO,Missouri,63378,Treloar,38.770187,-91.188586,NE Corner of Missouri,Warren County,53,United States
407,165308,Y,N,N,East North Central,Midwest,MI,Michigan,49680,South Boardman,44.654872,-85.26096,NE Corner of Michigan,Kalkaska County,114,United States
408,37224,Y,Y,N,West North Central,Midwest,MO,Missouri,64071,Mayview,39.049517,-93.8359,NW Corner of Missouri,Lafayette County,71,United States
409,264471,Y,Y,Y,South Atlantic,South,WV,West Virginia,25245,Given,38.698253,-81.75416,SW Corner of West Virginia,Jackson County,226,United States
410,252079,Y,N,N,Mid-Atlantic,Northeast,PA,Pennsylvania,15720,Brush Valley,40.529238,-79.0846,SW Corner of Pennsylvania,Indiana County,46,United States
411,57413,Y,Y,N,South Atlantic,South,WV,West Virginia,25108,Hewett,37.960963,-81.85261,SW Corner of West Virginia,Boone County,246,United States
412,212308,Y,Y,Y,West South Central,South,AR,Arkansas,72170,Ulm,34.576099,-91.46138,NE Corner of Arkansas,Prairie County,106,United States
413,272831,Y,N,N,Mid-Atlantic,Northeast,PA,Pennsylvania,19185,Philadelphia,40.001811,-75.11787,SE Corner of Pennsylvania,Philadelphia County,81,United States
414,282157,Y,N,N,Pacific,West,WA,Washington,98589,Tenino,46.857968,-122.8326,SW Corner of Washington,Thurston County,182,United States
415,174077,Y,Y,Y,Mountain,West,CO,Colorado,81007,Pueblo,38.333601,-104.74329,SE Corner of Colorado,Pueblo County,187,United States
416,22285,N,N,N,Mid-Atlantic,Northeast,PA,Pennsylvania,18242,Oneida,40.90757,-76.12636,SE Corner of Pennsylvania,Schuylkill County,247,United States
417,9812,N,N,N,Mid-Atlantic,Northeast,NY,New York,10184,New York,40.780751,-73.977182,SE Corner of New York,New York County,96,United States
418,261306,Y,Y,Y,East North Central,Midwest,IL,Illinois,62972,Ozark,37.548762,-88.74145,SE Corner of Illinois,Johnson County,24,United States
419,18957,Y,Y,Y,Pacific,West,CA,California,93777,Fresno,36.746375,-119.639658,SW Corner of California,Fresno County,43,United States
420,51154,N,N,N,East North Central,Midwest,OH,Ohio,43045,Milford Center,40.179696,-83.44266,SW Corner of Ohio,Union County,83,United States
421,51766,Y,Y,N,Mid-Atlantic,Northeast,NJ,New Jersey,07088,Vauxhall,40.718401,-74.28416,NE Corner of New Jersey,Union County,57,United States
422,259747,Y,Y,Y,South Atlantic,South,MD,Maryland,21777,Point Of Rocks,39.275498,-77.53385,NW Corner of Maryland,Frederick County,169,United States
423,37648,Y,Y,N,East North Central,Midwest,OH,Ohio,45250,Cincinnati,39.166759,-84.53822,SW Corner of Ohio,Hamilton County,71,United States
424,169748,Y,N,N,South Atlantic,South,VA,Virginia,22565,Thornburg,38.137216,-77.518865,NE Corner of Virginia,Spotsylvania County,144,United States
425,294776,Y,Y,N,East South Central,South,KY,Kentucky,42274,Rockfield,36.931416,-86.62507,SW Corner of Kentucky,Warren County,135,United States
426,248205,Y,Y,Y,Mountain,West,MT,Montana,59736,Jackson,45.26938,-113.35533,SW Corner of Montana,Beaverhead County,66,United States
427,39025,Y,Y,Y,South Atlantic,South,FL,Florida,34747,Kissimmee,28.326187,-81.58897,NE Corner of Florida,Osceola County,88,United States
428,232754,N,N,N,South Atlantic,South,FL,Florida,32151,Flagler Beach,29.466085,-81.282815,NE Corner of Florida,Unknown County,200,United States
429,86874,Y,Y,Y,Mountain,West,NM,New Mexico,87578,Truchas,36.036721,-105.78702,NE Corner of New Mexico,Rio Arriba County,192,United States
430,19686,Y,Y,Y,West North Central,Midwest,MN,Minnesota,55330,Elk River,45.317152,-93.58117,SW Corner of Minnesota,Sherburne County,75,United States
431,117500,Y,N,N,East North Central,Midwest,IL,Illinois,62931,Elizabethtown,37.511139,-88.28284,SE Corner of Illinois,Hardin County,208,United States
432,120026,Y,N,N,West South Central,South,TX,Texas,75438,Dodd City,33.595318,-96.07311,NE Corner of Texas,Fannin County,181,United States
433,71369,Y,Y,N,New England,Northeast,ME,Maine,04069,Pownal,43.912616,-70.17893,SW Corner of Maine,Cumberland County,46,United States
434,163261,Y,Y,N,West South Central,South,LA,Louisiana,70030,Des Allemands,29.810193,-90.44769,SE Corner of Louisiana,St Charles Parish,60,United States
435,78274,N,N,N,East North Central,Midwest,MI,Michigan,49088,Scotts,42.187577,-85.42621,SE Corner of Michigan,Kalamazoo County,19,United States
436,258716,Y,Y,N,West South Central,South,AR,Arkansas,65733,Protem,36.483329,-92.81449,NE Corner of Arkansas,Taney County,92,United States
437,21182,Y,Y,N,West North Central,Midwest,MN,Minnesota,55155,Saint Paul,44.952165,-93.095518,SE Corner of Minnesota,Ramsey County,8,United States
438,281768,Y,Y,N,New England,Northeast,MA,Massachusetts,01506,Brookfield,42.200374,-72.09787,NW Corner of Massachusetts,Worcester County,65,United States
439,240491,Y,Y,N,South Atlantic,South,WV,West Virginia,24843,Hensley,37.474577,-81.69961,SW Corner of West Virginia,McDowell County,11,United States
440,10489,Y,Y,Y,South Atlantic,South,DE,Delaware,19934,Camden Wyoming,39.094699,-75.58871,SW Corner of Delaware,Kent County,149,United States
441,224321,Y,Y,Y,Mountain,West,NM,New Mexico,87035,Moriarty,35.001195,-105.99524,NE Corner of New Mexico,Torrance County,101,United States
442,215153,Y,N,N,South Atlantic,South,GA,Georgia,30033,Decatur,33.811354,-84.28335,NW Corner of Georgia,Dekalb County,28,United States
443,79521,Y,Y,Y,East North Central,Midwest,OH,Ohio,44666,North Lawrence,40.840256,-81.62724,NE Corner of Ohio,Stark County,232,United States
444,244622,Y,N,N,West North Central,Midwest,MN,Minnesota,56349,Lowry,45.728732,-95.52504,SW Corner of Minnesota,Pope County,169,United States
445,115197,N,N,N,East North Central,Midwest,IL,Illinois,62995,Vienna,37.422815,-88.88016,SE Corner of Illinois,Johnson County,112,United States
446,165982,Y,Y,Y,Pacific,West,CA,California,94931,Cotati,38.328614,-122.71044,NW Corner of California,Sonoma County,90,United States
447,121387,N,N,N,Mid-Atlantic,Northeast,PA,Pennsylvania,18705,Wilkes Barre,41.268231,-75.84569,NE Corner of Pennsylvania,Luzerne County,85,United States
448,211483,Y,N,N,West South Central,South,LA,Louisiana,71211,Monroe,32.490777,-92.159354,NW Corner of Louisiana,Ouachita Parish,27,United States
449,30673,Y,Y,N,Mid-Atlantic,Northeast,NY,New York,12571,Red Hook,42.002691,-73.8442,SE Corner of New York,Dutchess County,231,United States
450,275733,Y,N,N,Mid-Atlantic,Northeast,NY,New York,11760,Hauppauge,40.810246,-73.191789,SE Corner of New York,Suffolk County,228,United States
451,286149,N,N,N,South Atlantic,South,FL,Florida,34609,Brooksville,28.475662,-82.50199,NE Corner of Florida,Hernando County,216,United States
452,281663,Y,Y,N,Mid-Atlantic,Northeast,NY,New York,10170,New York,40.752859,-73.97608,SE Corner of New York,New York County,225,United States
453,115449,Y,Y,Y,Mountain,West,MT,Montana,59870,Stevensville,46.53135,-114.03182,SW Corner of Montana,Ravalli County,125,United States
454,252990,Y,Y,Y,West South Central,South,TX,Texas,79015,Canyon,34.971029,-101.9212,NW Corner of Texas,Randall County,162,United States
455,278277,N,N,N,East North Central,Midwest,IN,Indiana,47162,New Washington,38.548693,-85.49124,SE Corner of Indiana,Clark County,96,United States
456,100240,Y,Y,N,Mid-Atlantic,Northeast,PA,Pennsylvania,18324,Bushkill,41.141582,-74.99786,NE Corner of Pennsylvania,Pike County,71,United States
457,178176,N,N,N,New England,Northeast,MA,Massachusetts,02166,Auburndale,42.346146,-71.243057,NE Corner of Massachusetts,Unknown County,158,United States
458,252488,Y,Y,N,West South Central,South,OK,Oklahoma,73173,Oklahoma City,35.355645,-97.64479,SE Corner of Oklahoma,Cleveland County,135,United States
459,278483,N,N,N,West South Central,South,TX,Texas,77243,Houston,29.83399,-95.434241,SE Corner of Texas,Harris County,25,United States
460,265316,N,N,N,Pacific,West,CA,California,94144,San Francisco,37.784827,-122.727802,NW Corner of California,San Francisco County,66,United States
461,148775,Y,Y,Y,West North Central,Midwest,KS,Kansas,67869,Plains,37.257151,-100.58189,SW Corner of Kansas,Meade County,207,United States
462,60399,Y,Y,N,Pacific,West,OR,Oregon,97407,Allegany,43.246918,-124.231068,SW Corner of Oregon,Coos County,177,United States
463,199384,Y,N,N,New England,Northeast,CT,Connecticut,06160,Hartford,41.766499,-72.693337,NE Corner of Connecticut,Hartford County,31,United States
464,137708,Y,Y,N,West North Central,Midwest,IA,Iowa,50453,Leland,43.363881,-93.6468,NW Corner of Iowa,Winnebago County,135,United States
465,180398,Y,N,N,South Atlantic,South,FL,Florida,34221,Palmetto,27.549314,-82.55981,SE Corner of Florida,Manatee County,52,United States
466,239680,Y,Y,N,West North Central,Midwest,ND,North Dakota,58843,Epping,48.278037,-103.39021,NW Corner of North Dakota,Williams County,230,United States
467,267690,N,N,N,West North Central,Midwest,KS,Kansas,67212,Wichita,37.700632,-97.4343,SE Corner of Kansas,Sedgwick County,177,United States
468,134779,N,N,N,Mid-Atlantic,Northeast,PA,Pennsylvania,17772,Turbotville,41.104021,-76.73831,NE Corner of Pennsylvania,Northumberland County,43,United States
469,234863,Y,Y,Y,South Atlantic,South,GA,Georgia,30436,Lyons,32.177508,-82.30448,SE Corner of Georgia,Toombs County,210,United States
470,164345,Y,N,N,West South Central,South,TX,Texas,79702,Midland,31.963698,-102.080064,NW Corner of Texas,Midland County,17,United States
471,89140,Y,Y,Y,West North Central,Midwest,ND,North Dakota,58452,Jessie,47.456477,-98.230415,SE Corner of North Dakota,Griggs County,140,United States
472,145028,Y,N,N,West South Central,South,TX,Texas,79108,Amarillo,35.296948,-101.78641,NW Corner of Texas,Potter County,20,United States
473,178466,Y,Y,N,South Atlantic,South,PR,Puerto Rico,00748,Fajardo,18.326732,-65.652484,NE Corner of Puerto Rico,Unknown County,91,United States
474,121696,Y,N,N,Pacific,West,CA,California,95949,Grass Valley,39.13255,-121.0981,NW Corner of California,Nevada County,62,United States
475,232348,Y,Y,Y,West North Central,Midwest,MN,Minnesota,55189,Saint Paul,45.005902,-93.105869,SE Corner of Minnesota,Unknown County,127,United States
476,206460,Y,Y,Y,South Atlantic,South,DC,Washington DC,20036,Washington,38.906778,-77.04148,NW Corner of Washington DC,District of Columbia,131,United States
477,64880,N,N,N,West North Central,Midwest,IA,Iowa,52353,Washington,41.300042,-91.69743,SE Corner of Iowa,Washington County,223,United States
478,84382,Y,N,N,East North Central,Midwest,OH,Ohio,44288,Windham,41.242864,-81.07101,NE Corner of Ohio,Portage County,170,United States
479,248138,Y,Y,N,West North Central,Midwest,MO,Missouri,63621,Arcadia,37.520078,-90.61694,SE Corner of Missouri,Iron County,31,United States
480,135809,Y,N,N,South Atlantic,South,VA,Virginia,24282,Saint Charles,36.805965,-83.05467,SW Corner of Virginia,Lee County,109,United States
481,261757,Y,N,N,East South Central,South,TN,Tennessee,37830,Oak Ridge,35.992691,-84.27044,NE Corner of Tennessee,Anderson County,126,United States
482,83087,N,N,N,Mountain,West,CO,Colorado,80037,Commerce City,39.80797,-104.407918,NE Corner of Colorado,Adams County,160,United States
483,182493,Y,N,N,South Atlantic,South,DE,Delaware,19713,Newark,39.669211,-75.71796,NW Corner of Delaware,New Castle County,107,United States
484,72908,Y,Y,N,Mid-Atlantic,Northeast,NY,New York,14571,Waterport,43.34653,-78.25412,NW Corner of New York,Orleans County,226,United States
485,288433,Y,N,N,Pacific,West,CA,California,94090,Sunnyvale,37.189396,-121.705327,SW Corner of California,Unknown County,60,United States
486,100267,Y,Y,Y,Mid-Atlantic,Northeast,PA,Pennsylvania,19437,Gwynedd Valley,40.183763,-75.26271,SE Corner of Pennsylvania,Montgomery County,58,United States
487,14295,Y,Y,Y,East North Central,Midwest,IL,Illinois,60155,Broadview,41.857931,-87.85477,NE Corner of Illinois,Cook County,81,United States
488,179375,Y,Y,Y,West North Central,Midwest,SD,South Dakota,57075,Wentworth,43.993676,-96.96892,SE Corner of South Dakota,Lake County,212,United States
489,141610,Y,Y,Y,East North Central,Midwest,MI,Michigan,48473,Swartz Creek,42.950128,-83.82612,SE Corner of Michigan,Genesee County,158,United States
490,108397,Y,Y,N,West North Central,Midwest,MO,Missouri,65765,Turners,37.25807,-93.343673,SW Corner of Missouri,Greene County,248,United States
491,47250,Y,Y,Y,East North Central,Midwest,MI,Michigan,49660,Manistee,44.234322,-86.27234,SE Corner of Michigan,Manistee County,10,United States
492,29167,Y,Y,Y,West South Central,South,OK,Oklahoma,73149,Oklahoma City,35.395362,-97.49701,NE Corner of Oklahoma,Oklahoma County,220,United States
493,145653,Y,N,N,South Atlantic,South,DE,Delaware,19709,Middletown,39.479602,-75.6932,NW Corner of Delaware,New Castle County,45,United States
494,221296,Y,N,N,South Atlantic,South,MD,Maryland,21029,Clarksville,39.198816,-76.9367,NE Corner of Maryland,Howard County,31,United States
495,45472,N,N,N,Pacific,West,WA,Washington,98860,Wilson Creek,47.458634,-119.13921,NE Corner of Washington,Grant County,123,United States
496,152507,Y,N,N,West South Central,South,OK,Oklahoma,73090,Union City,35.394725,-97.93552,NE Corner of Oklahoma,Canadian County,58,United States
497,3669,N,N,N,East North Central,Midwest,OH,Ohio,43620,Toledo,41.665849,-83.55218,NW Corner of Ohio,Lucas County,106,United States
498,190417,Y,Y,N,West North Central,Midwest,NE,Nebraska,68850,Lexington,40.786048,-99.7424,SW Corner of Nebraska,Dawson County,141,United States
499,201124,Y,N,N,Mid-Atlantic,Northeast,NY,New York,12932,Elizabethtown,44.212623,-73.59542,NE Corner of New York,Essex County,111,United States
500,33594,Y,N,N,West South Central,South,TX,Texas,77040,Houston,29.878345,-95.53337,SE Corner of Texas,Harris County,99,United States
501,271613,Y,Y,Y,South Atlantic,South,GA,Georgia,31097,Yatesville,32.912207,-84.14812,NW Corner of Georgia,Upson County,193,United States
502,56994,Y,Y,Y,East North Central,Midwest,OH,Ohio,43907,Cadiz,40.258447,-81.00415,NE Corner of Ohio,Harrison County,112,United States
503,39615,Y,Y,N,East South Central,South,TN,Tennessee,37380,South Pittsburg,35.045886,-85.72513,NE Corner of Tennessee,Marion County,82,United States
504,167326,Y,N,N,Mid-Atlantic,Northeast,NJ,New Jersey,07945,Mendham,40.782767,-74.59529,NE Corner of New Jersey,Morris County,171,United States
505,37946,Y,N,N,Pacific,West,OR,Oregon,97450,Langlois,42.915024,-124.37576,SW Corner of Oregon,Curry County,41,United States
506,25107,Y,Y,Y,West South Central,South,TX,Texas,77597,Wallisville,29.843158,-94.70376,SE Corner of Texas,Chambers County,15,United States
507,140630,Y,N,N,South Atlantic,South,PR,Puerto Rico,00936,San Juan,18.410462,-66.060533,NE Corner of Puerto Rico,Unknown County,35,United States
508,142783,Y,Y,N,South Atlantic,South,MD,Maryland,21842,Ocean City,38.385457,-75.07153,SE Corner of Maryland,Worcester County,230,United States
509,103979,Y,N,N,East South Central,South,MS,Mississippi,38647,Michigan City,34.975571,-89.25982,NE Corner of Mississippi,Benton County,64,United States
510,154854,N,N,N,South Atlantic,South,NC,North Carolina,27803,Rocky Mount,35.924465,-77.83689,NE Corner of North Carolina,Nash County,107,United States
511,173985,Y,N,N,West North Central,Midwest,MO,Missouri,64601,Chillicothe,39.790132,-93.54803,NW Corner of Missouri,Livingston County,159,United States
512,283849,Y,N,N,South Atlantic,South,MD,Maryland,21715,Brownsville,39.386893,-77.658015,NW Corner of Maryland,Washington County,118,United States
513,270278,Y,N,N,East South Central,South,KY,Kentucky,40844,Hoskinston,37.058837,-83.38533,SE Corner of Kentucky,Leslie County,180,United States
514,221782,N,N,N,South Atlantic,South,WV,West Virginia,26660,Calvin,38.355607,-80.69639,SW Corner of West Virginia,Nicholas County,189,United States
515,246924,Y,Y,Y,West South Central,South,TX,Texas,75705,Tyler,32.364281,-95.08971,NE Corner of Texas,Smith County,249,United States
516,168259,Y,Y,N,West North Central,Midwest,MN,Minnesota,56541,Flom,47.325074,-96.469194,NW Corner of Minnesota,Norman County,71,United States
517,82909,N,N,N,East South Central,South,MS,Mississippi,39304,Meridian,32.420847,-88.646016,SE Corner of Mississippi,Lauderdale County,137,United States
518,151630,Y,Y,N,West North Central,Midwest,SD,South Dakota,57384,Wolsey,44.414842,-98.47279,SE Corner of South Dakota,Beadle County,108,United States
519,200876,Y,Y,N,East North Central,Midwest,IN,Indiana,47933,Crawfordsville,40.034554,-86.89143,NW Corner of Indiana,Montgomery County,6,United States
520,275320,Y,Y,N,Pacific,West,CA,California,95131,San Jose,37.38631,-121.88987,NW Corner of California,Santa Clara County,159,United States
521,225005,Y,Y,Y,West South Central,South,LA,Louisiana,70611,Lake Charles,30.32797,-93.2109,SW Corner of Louisiana,Calcasieu Parish,72,United States
522,257032,Y,Y,N,South Atlantic,South,FL,Florida,32411,Panama City,30.234451,-85.692035,NW Corner of Florida,Bay County,126,United States
523,147483,Y,Y,Y,New England,Northeast,NH,New Hampshire,03605,Lempster,43.231807,-72.17556,SW Corner of New Hampshire,Sullivan County,30,United States
524,230787,Y,N,N,West North Central,Midwest,MO,Missouri,63941,Fremont,36.918139,-91.1528,SE Corner of Missouri,Carter County,133,United States
525,2159,Y,Y,Y,West South Central,South,AR,Arkansas,71764,Stephens,33.4125,-93.06263,NE Corner of Arkansas,Ouachita County,158,United States
526,49568,N,N,N,South Atlantic,South,FL,Florida,34988,Port Saint Lucie,27.386818,-80.503746,SE Corner of Florida,St. Lucie County,140,United States
527,267307,Y,Y,N,East South Central,South,AL,Alabama,35612,Athens,34.774907,-87.030479,NW Corner of Alabama,Limestone County,244,United States
528,44256,N,N,N,East North Central,Midwest,MI,Michigan,48346,Clarkston,42.720966,-83.4044,SE Corner of Michigan,Oakland County,212,United States
529,7361,Y,N,N,Pacific,West,AK,Alaska,99678,Togiak,59.101934,-160.50353,SW Corner of Alaska,Dillingham Census Area,133,United States
530,210234,Y,Y,N,East North Central,Midwest,MI,Michigan,49307,Big Rapids,43.697651,-85.47815,SE Corner of Michigan,Mecosta County,112,United States
531,26922,N,N,N,East North Central,Midwest,WI,Wisconsin,53263,Milwaukee,43.074583,-88.06044,SE Corner of Wisconsin,Milwaukee County,47,United States
532,282323,N,N,N,Mountain,West,AZ,Arizona,85311,Glendale,33.276539,-112.18717,SW Corner of Arizona,Maricopa County,197,United States
533,114796,N,N,N,East South Central,South,KY,Kentucky,40221,Louisville,38.188962,-85.676819,NE Corner of Kentucky,Jefferson County,138,United States
534,66503,Y,Y,N,East North Central,Midwest,MI,Michigan,49125,Sawyer,41.890521,-86.59362,SW Corner of Michigan,Berrien County,232,United States
535,68129,N,N,N,Mountain,West,UT,Utah,84157,Salt Lake City,40.668068,-111.908297,NW Corner of Utah,Salt Lake County,172,United States
536,99706,Y,Y,N,East North Central,Midwest,MI,Michigan,48221,Detroit,42.426786,-83.14969,SE Corner of Michigan,Wayne County,183,United States
537,150513,Y,Y,N,Pacific,West,CA,California,93775,Fresno,36.746375,-119.639658,SW Corner of California,Fresno County,170,United States
538,268110,Y,Y,N,South Atlantic,South,VA,Virginia,24368,Rural Retreat,36.889364,-81.28162,SW Corner of Virginia,Wythe County,195,United States
539,230836,N,N,N,East North Central,Midwest,IN,Indiana,47831,Blanford,39.877847,-87.443566,NW Corner of Indiana,Vermillion County,200,United States
540,167914,Y,Y,N,West North Central,Midwest,KS,Kansas,66780,Walnut,37.603419,-95.06279,SE Corner of Kansas,Crawford County,107,United States
541,181655,Y,N,N,South Atlantic,South,FL,Florida,32050,Middleburg,30.031702,-81.848401,NE Corner of Florida,Clay County,246,United States
542,197316,Y,Y,N,New England,Northeast,MA,Massachusetts,02139,Cambridge,42.364347,-71.10431,NE Corner of Massachusetts,Middlesex County,108,United States
543,48194,N,N,N,East South Central,South,MS,Mississippi,39669,Woodville,31.120979,-91.35511,SW Corner of Mississippi,Wilkinson County,90,United States
544,54122,Y,Y,N,East North Central,Midwest,OH,Ohio,45423,Dayton,39.750471,-84.268593,SW Corner of Ohio,Montgomery County,232,United States
545,119148,Y,Y,Y,South Atlantic,South,SC,South Carolina,29388,Woodruff,34.758703,-82.0483,NW Corner of South Carolina,Spartanburg County,192,United States
546,152441,Y,Y,N,West South Central,South,LA,Louisiana,70633,Dequincy,30.44431,-93.41221,SW Corner of Louisiana,Calcasieu Parish,110,United States
547,59609,N,N,N,New England,Northeast,MA,Massachusetts,02350,Monponsett,42.018525,-70.847486,SE Corner of Massachusetts,Plymouth County,82,United States
548,103519,Y,N,N,East North Central,Midwest,WI,Wisconsin,54861,Odanah,46.599122,-90.65361,NW Corner of Wisconsin,Ashland County,212,United States
549,125821,Y,N,N,West North Central,Midwest,KS,Kansas,67016,Bentley,37.886437,-97.51828,SE Corner of Kansas,Sedgwick County,65,United States
550,42830,Y,Y,N,South Atlantic,South,FL,Florida,34116,Naples,26.183424,-81.70643,SE Corner of Florida,Collier County,86,United States
551,125371,Y,N,N,Pacific,West,CA,California,93041,Port Hueneme,34.154072,-119.18829,SE Corner of California,Ventura County,90,United States
552,72221,Y,N,N,Mid-Atlantic,Northeast,NY,New York,12168,Stephentown,42.552127,-73.39593,SE Corner of New York,Rensselaer County,153,United States
553,191491,Y,Y,Y,Mountain,West,NM,New Mexico,87320,Mexican Springs,35.799367,-108.8731,NW Corner of New Mexico,McKinley County,75,United States
554,78473,Y,Y,N,Pacific,West,AK,Alaska,99504,Anchorage,61.204466,-149.74633,SE Corner of Alaska,Anchorage Borough,100,United States
555,5088,Y,Y,Y,Mid-Atlantic,Northeast,PA,Pennsylvania,16879,Winburne,40.962566,-78.15005,NW Corner of Pennsylvania,Clearfield County,234,United States
556,141974,Y,Y,Y,New England,Northeast,NH,New Hampshire,03777,Orford,43.908925,-72.07831,NW Corner of New Hampshire,Grafton County,137,United States
557,213167,Y,N,N,East South Central,South,MS,Mississippi,39366,Vossburg,31.931474,-88.922,SE Corner of Mississippi,Jasper County,125,United States
558,21401,Y,Y,Y,New England,Northeast,ME,Maine,04928,Corinna,44.949001,-69.27327,SW Corner of Maine,Penobscot County,197,United States
559,292942,Y,N,N,Pacific,West,OR,Oregon,97438,Fall Creek,43.958389,-122.75701,SW Corner of Oregon,Lane County,23,United States
560,102031,Y,Y,Y,West North Central,Midwest,SD,South Dakota,57790,Wall,44.018548,-102.23778,SW Corner of South Dakota,Pennington County,40,United States
561,230441,Y,Y,Y,East North Central,Midwest,MI,Michigan,48025,Franklin,42.524134,-83.25454,SE Corner of Michigan,Oakland County,67,United States
562,129930,Y,Y,Y,West North Central,Midwest,SD,South Dakota,57772,Porcupine,43.331433,-102.38093,SW Corner of South Dakota,Shannon County,80,United States
563,33814,Y,Y,Y,East North Central,Midwest,WI,Wisconsin,53093,Waldo,43.665399,-87.94735,SE Corner of Wisconsin,Sheboygan County,67,United States
564,240560,Y,N,N,Pacific,West,CA,California,93263,Shafter,35.490517,-119.26495,SW Corner of California,Kern County,192,United States
565,21879,Y,N,N,East South Central,South,AL,Alabama,36925,York,32.487726,-88.2679,SW Corner of Alabama,Sumter County,50,United States
566,24517,Y,Y,Y,West North Central,Midwest,NE,Nebraska,68070,Weston,41.200338,-96.78359,SE Corner of Nebraska,Saunders County,223,United States
567,119851,Y,Y,Y,Mid-Atlantic,Northeast,PA,Pennsylvania,18210,Albrightsville,41.000937,-75.55484,NE Corner of Pennsylvania,Carbon County,32,United States
568,213725,Y,Y,Y,Mountain,West,MT,Montana,59527,Hays,48.023133,-108.69955,NE Corner of Montana,Blaine County,19,United States
569,142064,Y,N,N,Mountain,West,AZ,Arizona,85202,Mesa,33.381097,-111.8756,SE Corner of Arizona,Maricopa County,129,United States
570,154925,Y,Y,N,Mid-Atlantic,Northeast,NY,New York,14067,Gasport,43.20258,-78.56868,NW Corner of New York,Niagara County,152,United States
571,93477,N,N,N,West South Central,South,OK,Oklahoma,73716,Aline,36.49556,-98.49057,NE Corner of Oklahoma,Alfalfa County,125,United States
572,87135,Y,N,N,South Atlantic,South,NC,North Carolina,27559,Moncure,35.631434,-79.0894,NE Corner of North Carolina,Chatham County,231,United States
573,231121,N,N,N,West North Central,Midwest,MO,Missouri,64723,Amsterdam,38.363183,-94.57551,NW Corner of Missouri,Bates County,199,United States
574,177800,Y,N,N,Mid-Atlantic,Northeast,PA,Pennsylvania,15662,Luxor,40.333489,-79.47547,SW Corner of Pennsylvania,Westmoreland County,163,United States
575,138353,Y,Y,Y,South Atlantic,South,WV,West Virginia,26435,Simpson,39.266262,-80.09206,NE Corner of West Virginia,Taylor County,66,United States
576,70971,N,N,N,West South Central,South,OK,Oklahoma,74724,Bethel,34.402346,-94.79763,SE Corner of Oklahoma,McCurtain County,45,United States
577,283450,N,N,N,Pacific,West,CA,California,96128,Standish,40.34863,-120.4065,NW Corner of California,Lassen County,34,United States
578,77226,N,N,N,South Atlantic,South,MD,Maryland,21864,Stockton,38.040265,-75.40992,SE Corner of Maryland,Worcester County,212,United States
